AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2021/09/19,18:00,S/D,0.0
2021/09/19,19:00,S/D,0.0
2021/09/19,20:00,S/D,S/D
2021/09/20,08:00,S/D,0.0
2021/09/20,12:00,S/D,0.0
2021/09/20,14:00,S/D,0.0
2021/09/20,15:00,S/D,0.0
2021/09/20,16:00,S/D,0.0
2021/09/20,17:00,S/D,0.0
2021/09/20,18:00,S/D,0.0
2021/09/20,19:00,S/D,0.0
2021/09/20,20:00,S/D,0.0
2021/09/20,21:00,S/D,0.0
2021/09/21,07:00,S/D,0.0
2021/09/21,09:00,S/D,0.0
2021/09/21,10:00,S/D,0.0
2021/09/21,11:00,S/D,0.0
2021/09/21,12:00,S/D,0.0
2021/09/21,15:00,S/D,0.0
2021/09/21,16:00,S/D,0.0
2021/09/21,17:00,S/D,0.0
2021/09/21,18:00,S/D,0.0
2021/09/21,19:00,S/D,0.0
2021/09/21,20:00,S/D,0.0
2021/09/21,21:00,S/D,0.0
2021/09/21,22:00,S/D,3.9
2021/09/22,07:00,S/D,0.0
2021/09/22,08:00,S/D,0.0
2021/09/22,09:00,S/D,0.0
2021/09/22,11:00,S/D,0.0
2021/09/22,12:00,S/D,0.0
2021/09/22,13:00,S/D,0.0
2021/09/22,15:00,S/D,0.0
2021/09/22,16:00,S/D,0.0
2021/09/22,17:00,S/D,0.0
2021/09/22,18:00,S/D,0.0
2021/09/22,19:00,S/D,0.0
2021/09/22,20:00,S/D,0.0
2021/09/22,21:00,S/D,0.0
2021/09/22,22:00,S/D,0.0
2021/09/23,08:00,S/D,0.0
2021/09/23,09:00,S/D,0.0
2021/09/23,10:00,S/D,0.0
2021/09/23,11:00,S/D,0.0
2021/09/23,12:00,S/D,0.0
2021/09/23,15:00,S/D,0.0
2021/09/23,16:00,S/D,0.0
2021/09/23,17:00,S/D,0.0
2021/09/23,18:00,S/D,0.0
2021/09/23,19:00,S/D,0.9
2021/09/23,20:00,S/D,0.0
2021/09/23,21:00,S/D,0.0
2021/09/24,08:00,S/D,0.0
2021/09/24,09:00,S/D,0.0
2021/09/24,10:00,S/D,0.0
2021/09/24,11:00,S/D,0.0
2021/09/24,12:00,S/D,0.0
2021/09/24,13:00,S/D,0.0
2021/09/24,15:00,S/D,0.0
2021/09/24,16:00,S/D,0.0
2021/09/24,17:00,S/D,0.0
2021/09/24,18:00,S/D,0.0
2021/09/24,19:00,S/D,0.0
2021/09/24,20:00,S/D,0.0
2021/09/24,21:00,S/D,0.0
2021/09/24,22:00,S/D,S/D
2021/09/25,11:00,S/D,0.0
2021/09/25,12:00,S/D,0.0
2021/09/25,13:00,S/D,0.0
2021/09/25,14:00,S/D,0.0
2021/09/25,15:00,S/D,0.0
2021/09/25,16:00,S/D,0.0
2021/09/25,17:00,S/D,0.0
2021/09/25,18:00,S/D,0.0
2021/09/25,19:00,S/D,0.0
2021/09/25,20:00,S/D,0.0
2021/09/25,21:00,S/D,0.0
2021/09/26,08:00,S/D,0.0
2021/09/26,13:00,S/D,0.0
2021/09/26,14:00,S/D,0.0
2021/09/26,15:00,S/D,0.0
2021/09/26,16:00,S/D,0.0
2021/09/26,17:00,S/D,0.0
2021/09/26,18:00,S/D,0.0
2021/09/26,19:00,S/D,0.0
2021/09/27,07:00,S/D,0.0
2021/09/27,08:00,S/D,0.0
2021/09/27,11:00,S/D,0.0
2021/09/27,14:00,S/D,0.0
2021/09/27,15:00,S/D,0.0
2021/09/27,16:00,S/D,0.0
2021/09/27,17:00,S/D,0.0
2021/09/27,18:00,S/D,0.0
2021/09/27,19:00,S/D,0.0
2021/09/28,07:00,S/D,0.0
2021/09/28,08:00,S/D,0.0
2021/09/28,09:00,S/D,0.0
2021/09/28,10:00,S/D,0.0
2021/09/28,11:00,S/D,0.0
2021/09/28,12:00,S/D,0.0
2021/09/28,14:00,S/D,0.0
2021/09/28,15:00,S/D,0.0
2021/09/28,16:00,S/D,0.0
2021/09/28,17:00,S/D,0.0
2021/09/28,18:00,S/D,0.0
2021/09/28,19:00,S/D,0.0
2021/09/28,20:00,S/D,0.0
2021/09/29,07:00,S/D,S/D
2021/09/29,11:00,S/D,0.0
2021/09/29,12:00,S/D,0.0
2021/09/29,13:00,S/D,0.0
2021/09/29,14:00,S/D,0.0
2021/09/29,15:00,S/D,0.0
2021/09/29,16:00,S/D,0.0
2021/09/29,17:00,S/D,0.0
2021/09/29,18:00,S/D,0.0
2021/09/29,19:00,S/D,0.0
2021/09/29,20:00,S/D,0.0
2021/09/29,21:00,S/D,0.0
2021/09/29,22:00,S/D,S/D
2021/09/30,08:00,S/D,0.0
2021/09/30,11:00,S/D,0.0
2021/09/30,12:00,S/D,0.0
2021/09/30,14:00,S/D,0.0
2021/09/30,15:00,S/D,0.0
2021/09/30,16:00,S/D,0.0
2021/09/30,17:00,S/D,0.0
2021/09/30,18:00,S/D,0.0
2021/09/30,19:00,S/D,0.0
2021/09/30,20:00,S/D,0.0
