Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : PEBAS
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
2021/03/02,18:00,23.4,0.0,100,147,0.8
2021/03/02,19:00,23.3,0.0,100,74,0.5
2021/03/02,20:00,23.3,0.0,100,252,0.7
2021/03/02,21:00,23.6,0.0,100,177,2.3
2021/03/02,22:00,23.3,0.0,100,208,2.2
2021/03/02,23:00,23.0,1.8,100,205,1.3
2021/03/03,00:00,22.6,0.3,100,74,0.4
2021/03/03,01:00,22.5,0.0,100,64,0.0
2021/03/03,02:00,22.8,0.0,100,108,0.8
2021/03/03,03:00,22.4,0.0,100,314,0.9
2021/03/03,04:00,22.4,0.0,100,38,0.1
2021/03/03,05:00,22.6,0.0,100,157,2.0
2021/03/03,06:00,22.5,0.3,100,223,0.6
2021/03/03,07:00,22.7,0.0,100,99,0.9
2021/03/03,08:00,23.2,0.0,100,66,0.9
2021/03/03,09:00,25.7,0.0,81,108,2.4
2021/03/03,10:00,25.5,0.0,83,84,2.6
2021/03/03,11:00,27.7,0.0,69,63,1.9
2021/03/03,12:00,29.0,0.0,66,36,2.2
2021/03/03,13:00,29.7,0.0,61,122,1.5
2021/03/03,14:00,30.1,0.0,62,175,3.9
2021/03/03,15:00,31.0,0.0,57,128,2.4
2021/03/03,16:00,31.6,0.0,54,152,1.4
2021/03/03,17:00,28.1,0.0,68,271,0.6
2021/03/03,18:00,26.3,0.0,83,292,1.1
2021/03/03,19:00,24.9,0.0,93,5,1.1
2021/03/03,20:00,22.1,3.6,100,356,6.4
2021/03/03,21:00,22.2,0.0,100,354,2.9
2021/03/03,22:00,22.2,0.0,100,306,1.3
2021/03/03,23:00,22.1,0.0,100,228,0.1
2021/03/04,00:00,21.8,0.3,100,32,0.3
2021/03/04,01:00,21.9,0.0,100,151,0.6
2021/03/04,02:00,21.7,0.0,100,106,0.2
2021/03/04,03:00,21.8,0.0,100,354,0.6
2021/03/04,04:00,21.8,0.0,100,90,1.2
2021/03/04,05:00,21.8,0.0,100,278,0.9
2021/03/04,06:00,21.7,0.0,100,26,1.0
2021/03/04,07:00,22.1,0.0,100,332,1.9
2021/03/04,08:00,24.7,0.0,85,31,2.3
2021/03/04,09:00,28.1,0.0,72,57,2.2
2021/03/04,10:00,29.6,0.0,66,60,1.7
2021/03/04,11:00,31.6,0.0,58,38,1.8
2021/03/04,12:00,32.6,0.0,56,89,3.0
2021/03/04,13:00,31.4,0.0,53,338,4.5
2021/03/04,14:00,32.1,0.0,49,347,4.9
2021/03/04,15:00,32.2,0.0,48,322,4.3
2021/03/04,16:00,29.8,0.0,63,324,2.2
2021/03/04,17:00,29.0,0.0,67,235,3.2
2021/03/04,18:00,27.3,0.0,75,121,3.3
2021/03/04,19:00,24.9,0.0,86,112,0.7
2021/03/04,20:00,24.1,0.0,90,85,1.1
2021/03/04,21:00,23.5,0.0,100,87,0.8
2021/03/04,22:00,23.2,0.0,100,98,1.0
2021/03/04,23:00,23.5,0.0,91,48,0.9
2021/03/05,00:00,23.3,0.0,99,112,0.7
2021/03/05,01:00,23.3,0.0,100,139,0.6
2021/03/05,02:00,23.1,0.0,100,349,0.4
2021/03/05,03:00,23.0,0.0,100,96,0.1
2021/03/05,04:00,22.9,0.0,100,72,0.2
2021/03/05,05:00,22.9,0.0,100,93,0.3
2021/03/05,06:00,23.1,0.0,100,90,1.3
2021/03/05,07:00,23.6,0.0,100,71,0.9
2021/03/05,08:00,24.3,0.0,88,55,2.2
2021/03/05,09:00,24.6,0.0,88,31,2.4
2021/03/05,10:00,25.8,0.0,82,20,2.5
2021/03/05,11:00,27.5,0.0,74,54,3.4
2021/03/05,12:00,28.1,0.0,74,92,2.0
2021/03/05,13:00,30.2,0.0,61,59,4.2
2021/03/05,14:00,32.2,0.0,56,51,2.4
2021/03/05,15:00,31.1,0.0,59,93,1.0
2021/03/05,16:00,30.8,0.0,59,127,1.5
2021/03/05,17:00,31.2,0.0,59,1,0.7
2021/03/05,18:00,26.5,0.0,83,94,0.3
2021/03/05,19:00,25.0,0.0,95,357,1.1
2021/03/05,20:00,24.9,0.0,89,357,1.5
2021/03/05,21:00,24.1,0.0,92,360,1.9
2021/03/05,22:00,23.8,0.0,100,340,0.2
2021/03/05,23:00,23.2,0.0,100,6,0.3
2021/03/06,00:00,23.2,0.0,100,335,0.1
2021/03/06,01:00,23.6,0.0,100,141,3.1
2021/03/06,02:00,23.5,0.0,100,344,2.7
2021/03/06,03:00,22.4,6.3,100,74,1.4
2021/03/06,04:00,22.2,2.4,100,47,0.7
2021/03/06,05:00,22.3,3.6,100,51,1.6
2021/03/06,06:00,22.2,3.6,100,50,0.5
2021/03/06,07:00,22.3,0.9,100,38,1.2
2021/03/06,08:00,23.0,0.3,100,34,1.3
2021/03/06,09:00,24.6,0.3,88,35,1.2
2021/03/06,10:00,27.0,0.0,76,156,2.7
2021/03/06,11:00,28.7,0.0,72,325,0.9
2021/03/06,12:00,31.2,0.0,62,177,4.1
2021/03/06,13:00,31.2,0.0,59,171,2.4
2021/03/06,14:00,27.1,1.2,82,331,3.3
2021/03/06,15:00,31.0,0.6,65,325,2.7
2021/03/06,16:00,24.2,2.1,95,294,2.0
2021/03/06,17:00,24.7,0.0,91,334,1.7
2021/03/06,18:00,24.5,0.0,100,324,0.5
2021/03/06,19:00,24.0,0.0,100,230,1.8
2021/03/06,20:00,23.4,0.0,100,63,0.0
2021/03/06,21:00,23.6,0.0,100,62,0.6
2021/03/06,22:00,23.6,0.0,100,339,2.6
2021/03/06,23:00,23.9,S/D,100,S/D,S/D
2021/03/07,00:00,23.7,0.0,100,323,1.0
2021/03/07,01:00,23.7,0.0,100,158,2.4
2021/03/07,02:00,23.2,34.2,100,197,3.5
2021/03/07,03:00,22.9,19.8,100,117,4.2
2021/03/07,04:00,22.5,15.0,100,31,2.0
2021/03/07,05:00,22.4,12.0,100,189,0.1
2021/03/07,06:00,22.3,2.4,100,334,2.0
2021/03/07,07:00,22.6,0.0,100,300,1.5
2021/03/07,08:00,22.8,3.6,100,307,0.9
2021/03/07,09:00,23.2,4.2,100,276,1.6
2021/03/07,10:00,23.6,0.6,100,292,0.9
2021/03/07,11:00,24.4,0.3,100,131,1.8
2021/03/07,12:00,24.2,0.6,92,163,1.0
2021/03/07,13:00,24.4,0.9,92,163,1.2
2021/03/07,14:00,25.5,0.0,86,156,2.7
2021/03/07,15:00,26.8,0.0,76,170,4.0
2021/03/07,16:00,25.9,0.0,77,201,3.3
2021/03/07,17:00,25.3,0.0,82,146,1.0
2021/03/07,18:00,24.1,0.0,91,122,0.8
2021/03/07,19:00,23.5,0.0,100,97,1.0
2021/03/07,20:00,23.5,0.0,100,26,0.6
2021/03/07,21:00,23.2,0.0,100,58,0.9
2021/03/07,22:00,23.0,0.0,100,73,0.2
2021/03/07,23:00,23.1,0.0,100,138,1.4
2021/03/08,00:00,23.0,0.0,100,110,0.8
2021/03/08,01:00,22.5,0.0,100,59,0.1
2021/03/08,02:00,22.3,0.0,100,355,1.5
2021/03/08,03:00,22.0,0.0,100,333,0.7
2021/03/08,04:00,21.9,0.0,100,289,0.0
2021/03/08,05:00,21.9,0.0,100,310,0.2
2021/03/08,06:00,21.9,0.0,100,358,0.8
2021/03/08,07:00,22.5,0.0,100,352,1.3
2021/03/08,08:00,24.3,0.0,86,313,0.8
2021/03/08,09:00,24.9,0.0,85,221,2.9
2021/03/08,10:00,27.9,0.0,73,100,0.9
2021/03/08,11:00,30.9,0.0,62,170,4.7
2021/03/08,12:00,31.1,0.0,62,144,2.7
2021/03/08,13:00,30.3,0.0,69,131,2.0
2021/03/08,14:00,31.7,0.0,59,84,2.0
2021/03/08,15:00,29.0,0.0,73,171,2.6
2021/03/08,16:00,27.5,0.0,75,280,5.4
2021/03/08,17:00,26.8,0.0,77,290,3.3
2021/03/08,18:00,25.1,0.0,82,271,0.6
2021/03/08,19:00,23.6,0.0,91,2,2.2
2021/03/08,20:00,23.7,0.0,100,257,1.4
2021/03/08,21:00,23.5,0.0,100,322,3.4
2021/03/08,22:00,23.5,0.0,97,346,1.8
2021/03/08,23:00,22.9,0.0,100,356,0.7
2021/03/09,00:00,23.2,0.0,100,340,0.3
2021/03/09,01:00,23.7,0.0,92,340,3.7
2021/03/09,02:00,23.3,0.3,100,290,2.5
2021/03/09,03:00,22.8,1.5,100,334,5.4
2021/03/09,04:00,22.1,0.6,100,331,3.3
2021/03/09,05:00,21.4,1.5,100,341,4.2
2021/03/09,06:00,21.3,0.9,100,31,0.8
2021/03/09,07:00,21.5,0.6,100,24,1.5
2021/03/09,08:00,22.3,0.0,100,30,2.2
2021/03/09,09:00,23.8,0.0,85,358,3.2
2021/03/09,10:00,25.2,0.0,81,335,3.3
2021/03/09,11:00,27.2,0.0,70,81,1.1
2021/03/09,12:00,29.3,0.0,66,151,4.4
2021/03/09,13:00,29.6,0.0,68,159,2.7
2021/03/09,14:00,29.0,0.0,68,174,3.9
2021/03/09,15:00,28.3,0.0,70,216,0.7
2021/03/09,16:00,28.8,0.0,69,171,3.3
2021/03/09,17:00,24.9,0.3,85,123,2.5
2021/03/09,18:00,24.3,0.0,89,109,0.5
2021/03/09,19:00,23.6,0.0,100,35,0.1
2021/03/09,20:00,23.3,0.0,100,35,0.0
2021/03/09,21:00,22.9,0.0,100,59,0.0
2021/03/09,22:00,22.7,0.0,100,59,0.3
2021/03/09,23:00,22.7,0.0,100,116,0.6
2021/03/10,00:00,22.6,0.0,100,95,0.9
2021/03/10,01:00,22.4,0.0,100,67,0.8
2021/03/10,02:00,22.3,0.0,100,119,0.0
2021/03/10,03:00,22.1,0.0,100,75,0.4
2021/03/10,04:00,22.0,0.0,100,46,0.3
2021/03/10,05:00,22.1,0.0,100,120,0.1
2021/03/10,06:00,22.1,0.3,100,119,0.2
2021/03/10,07:00,22.7,0.0,100,137,1.4
2021/03/10,08:00,25.6,0.0,81,129,2.6
2021/03/10,09:00,27.3,0.0,72,148,3.5
2021/03/10,10:00,27.7,0.0,72,153,2.2
2021/03/10,11:00,28.9,0.0,65,181,3.4
2021/03/10,12:00,28.4,0.0,67,189,2.9
2021/03/10,13:00,30.6,0.0,60,175,5.1
2021/03/10,14:00,30.2,0.0,60,200,5.9
2021/03/10,15:00,29.2,0.0,62,209,6.2
2021/03/10,16:00,28.4,0.0,68,173,6.3
2021/03/10,17:00,26.6,0.0,76,159,2.3
2021/03/10,18:00,24.6,0.0,85,118,0.5
2021/03/10,19:00,23.8,0.0,94,346,0.9
2021/03/10,20:00,23.6,0.0,100,13,0.8
2021/03/10,21:00,23.4,0.0,100,7,1.7
2021/03/10,22:00,23.4,0.0,100,0,2.0
2021/03/10,23:00,23.5,0.0,100,326,2.7
2021/03/11,00:00,23.5,0.0,100,334,2.5
2021/03/11,01:00,23.4,0.0,92,331,4.0
2021/03/11,02:00,23.2,0.0,90,330,4.7
2021/03/11,03:00,23.0,0.0,90,352,3.9
2021/03/11,04:00,22.5,0.0,91,351,4.0
2021/03/11,05:00,22.3,0.0,92,354,2.6
2021/03/11,06:00,22.2,0.0,91,356,2.9
2021/03/11,07:00,22.1,0.0,93,5,3.3
2021/03/11,08:00,22.7,0.0,90,14,3.4
2021/03/11,09:00,23.7,0.0,83,14,3.1
2021/03/11,10:00,24.9,0.0,77,11,3.7
2021/03/11,11:00,25.3,0.0,76,339,3.3
2021/03/11,12:00,26.8,0.0,71,348,2.9
2021/03/11,13:00,27.0,0.0,72,6,2.7
2021/03/11,14:00,26.4,0.0,69,335,4.5
2021/03/11,15:00,27.0,0.0,70,306,3.9
2021/03/11,16:00,26.2,0.0,75,326,3.0
2021/03/11,17:00,26.0,0.0,72,349,1.6
2021/03/11,18:00,23.9,0.0,87,29,0.8
2021/03/11,19:00,22.7,0.0,95,56,1.4
2021/03/11,20:00,22.2,0.0,100,35,1.7
2021/03/11,21:00,22.6,0.0,88,359,3.0
2021/03/11,22:00,22.5,0.0,88,0,4.0
2021/03/11,23:00,21.9,0.0,92,4,2.6
2021/03/12,00:00,21.5,0.0,100,345,2.5
2021/03/12,01:00,21.3,0.0,100,346,1.8
2021/03/12,02:00,21.2,0.0,100,184,0.1
2021/03/12,03:00,20.9,0.0,100,184,0.0
2021/03/12,04:00,20.8,0.0,100,355,0.0
2021/03/12,05:00,21.2,0.0,100,90,0.4
2021/03/12,06:00,20.8,0.0,100,44,0.0
2021/03/12,07:00,21.5,0.0,100,326,1.3
2021/03/12,08:00,23.8,0.0,88,37,0.7
2021/03/12,09:00,26.4,0.0,75,353,1.1
2021/03/12,10:00,27.3,0.0,73,213,1.0
2021/03/12,11:00,27.1,0.0,73,164,1.8
2021/03/12,12:00,28.2,0.0,70,178,2.2
2021/03/12,13:00,28.4,0.0,67,148,2.6
2021/03/12,14:00,27.6,0.0,71,133,1.2
2021/03/12,15:00,30.2,0.0,64,143,1.8
2021/03/12,16:00,30.8,0.0,56,169,1.6
2021/03/12,17:00,30.1,0.0,56,174,1.5
2021/03/12,18:00,25.2,0.0,81,158,0.2
2021/03/12,19:00,23.1,0.0,100,62,0.7
2021/03/12,20:00,22.6,0.0,100,35,1.5
2021/03/12,21:00,22.2,0.0,100,29,0.0
2021/03/12,22:00,21.7,0.0,100,0,1.2
2021/03/12,23:00,21.5,0.0,100,28,0.8
2021/03/13,00:00,21.6,0.0,100,346,1.8
2021/03/13,01:00,21.3,0.0,100,304,0.8
2021/03/13,02:00,21.3,0.0,100,343,1.8
2021/03/13,03:00,21.9,0.0,100,350,0.8
2021/03/13,04:00,21.9,0.0,100,77,0.0
2021/03/13,05:00,22.0,0.0,100,27,0.0
2021/03/13,06:00,21.9,0.0,100,66,0.4
2021/03/13,07:00,22.6,0.0,100,15,2.2
2021/03/13,08:00,26.5,0.0,77,55,1.3
2021/03/13,09:00,29.6,0.0,64,55,1.9
2021/03/13,10:00,30.6,0.0,64,134,2.8
2021/03/13,11:00,30.0,0.0,64,48,2.1
2021/03/13,12:00,30.2,0.0,62,187,1.9
2021/03/13,13:00,31.3,0.0,60,183,2.3
2021/03/13,14:00,31.7,0.0,58,33,3.1
2021/03/13,15:00,33.4,0.0,54,52,1.3
2021/03/13,16:00,32.2,0.0,55,326,3.0
2021/03/13,17:00,28.9,0.0,68,106,1.5
2021/03/13,18:00,26.4,0.0,79,261,1.5
2021/03/13,19:00,25.4,0.0,87,126,0.8
2021/03/13,20:00,23.0,2.1,93,24,1.8
2021/03/13,21:00,22.5,6.3,100,11,4.6
2021/03/13,22:00,22.0,38.7,100,38,2.1
2021/03/13,23:00,22.0,0.3,100,32,1.9
2021/03/14,00:00,22.1,0.0,100,0,0.2
2021/03/14,01:00,22.1,0.0,100,237,0.7
2021/03/14,02:00,21.9,0.0,100,353,1.9
2021/03/14,03:00,22.1,0.0,100,9,2.6
2021/03/14,04:00,22.4,0.0,100,27,3.5
2021/03/14,05:00,22.5,0.0,100,152,1.0
2021/03/14,06:00,22.6,0.0,100,233,1.7
2021/03/14,07:00,23.2,0.3,100,341,1.9
2021/03/14,08:00,25.0,0.0,84,245,1.5
2021/03/14,09:00,26.4,0.0,73,310,3.1
2021/03/14,10:00,28.4,0.0,71,8,1.7
2021/03/14,11:00,29.1,0.0,66,167,3.1
2021/03/14,12:00,29.7,0.0,63,133,2.1
2021/03/14,13:00,30.5,0.0,61,194,2.9
2021/03/14,14:00,32.5,0.0,53,86,1.6
2021/03/14,15:00,31.4,0.0,62,118,1.9
2021/03/14,16:00,29.1,0.0,70,131,1.8
2021/03/14,17:00,24.1,0.0,88,318,2.4
2021/03/14,18:00,22.9,2.4,100,345,3.3
2021/03/14,19:00,23.0,1.2,100,37,1.5
2021/03/14,20:00,23.1,0.0,100,16,0.5
2021/03/14,21:00,22.8,0.0,100,71,0.1
2021/03/14,22:00,22.5,0.0,100,18,0.3
2021/03/14,23:00,22.3,0.0,100,320,0.2
2021/03/15,00:00,22.4,0.0,100,140,0.0
2021/03/15,01:00,22.4,0.0,100,23,0.5
2021/03/15,02:00,22.4,0.0,100,335,0.0
2021/03/15,03:00,22.2,0.0,100,335,0.0
2021/03/15,04:00,22.2,0.0,100,150,0.3
2021/03/15,05:00,21.8,0.0,100,298,0.0
2021/03/15,06:00,22.3,0.0,100,142,0.7
2021/03/15,07:00,23.3,0.0,100,154,2.4
2021/03/15,08:00,23.9,0.0,100,153,3.8
2021/03/15,09:00,25.5,0.0,88,147,2.6
2021/03/15,10:00,28.9,0.0,72,172,3.4
2021/03/15,11:00,29.6,0.0,67,181,3.3
2021/03/15,12:00,31.8,0.0,59,149,3.1
2021/03/15,13:00,31.4,0.0,54,132,2.8
2021/03/15,14:00,31.9,0.0,59,184,3.3
2021/03/15,15:00,34.1,0.0,53,138,3.7
2021/03/15,16:00,32.2,0.0,58,161,2.2
2021/03/15,17:00,25.5,0.0,81,18,3.9
2021/03/15,18:00,24.4,0.0,85,140,1.3
2021/03/15,19:00,23.2,8.7,100,67,1.7
2021/03/15,20:00,23.3,0.9,100,37,3.8
2021/03/15,21:00,22.9,11.7,100,329,2.5
2021/03/15,22:00,22.6,7.5,100,9,0.1
2021/03/15,23:00,22.9,0.0,100,313,1.6
2021/03/16,00:00,22.9,3.9,100,308,2.7
2021/03/16,01:00,22.3,1.5,100,281,3.1
2021/03/16,02:00,22.1,0.0,100,257,2.0
2021/03/16,03:00,21.7,2.7,100,270,4.9
2021/03/16,04:00,21.4,8.4,100,244,1.8
2021/03/16,05:00,21.4,8.1,100,295,5.8
2021/03/16,06:00,21.2,6.0,100,318,2.1
2021/03/16,07:00,21.0,5.4,100,315,5.1
2021/03/16,08:00,21.2,3.6,100,353,2.7
2021/03/16,09:00,21.4,2.1,100,354,4.4
2021/03/16,10:00,21.9,3.0,100,360,3.5
2021/03/16,11:00,25.2,0.0,80,342,3.8
2021/03/16,12:00,27.4,0.0,69,347,4.7
2021/03/16,13:00,28.0,0.0,69,353,3.7
2021/03/16,14:00,28.5,0.0,61,342,4.0
2021/03/16,15:00,28.9,0.0,63,324,2.4
2021/03/16,16:00,28.9,0.0,65,237,2.5
2021/03/16,17:00,27.8,0.0,67,199,2.1
2021/03/16,18:00,25.2,0.0,81,245,0.9
2021/03/16,19:00,23.7,0.0,100,266,1.1
2021/03/16,20:00,22.9,0.0,100,6,1.6
2021/03/16,21:00,22.8,0.0,100,356,1.8
2021/03/16,22:00,22.7,0.0,100,8,2.1
2021/03/16,23:00,22.4,0.0,100,4,1.2
2021/03/17,00:00,22.3,0.0,100,345,2.2
2021/03/17,01:00,22.3,0.0,100,354,1.5
2021/03/17,02:00,22.2,0.0,100,352,0.9
2021/03/17,03:00,21.9,0.0,100,1,0.6
2021/03/17,04:00,21.9,0.0,100,348,1.5
2021/03/17,05:00,22.1,0.0,100,338,1.1
2021/03/17,06:00,22.2,0.0,100,44,0.7
2021/03/17,07:00,22.7,0.0,100,47,0.1
2021/03/17,08:00,24.3,0.0,88,285,1.0
2021/03/17,09:00,25.6,0.0,81,303,0.5
2021/03/17,10:00,28.7,0.0,69,165,2.0
2021/03/17,11:00,29.5,0.0,64,152,2.0
2021/03/17,12:00,29.8,0.0,68,119,2.7
2021/03/17,13:00,31.1,0.0,59,312,1.3
2021/03/17,14:00,31.0,0.0,60,147,2.6
2021/03/17,15:00,31.6,0.0,60,85,1.0
2021/03/17,16:00,30.2,0.0,65,218,3.0
2021/03/17,17:00,29.7,0.0,64,230,2.7
2021/03/17,18:00,27.5,0.0,77,299,0.1
2021/03/17,19:00,25.2,0.0,92,49,0.3
2021/03/17,20:00,24.8,0.0,99,2,1.9
2021/03/17,21:00,24.4,0.0,89,339,1.8
2021/03/17,22:00,24.0,0.0,93,68,0.4
2021/03/17,23:00,23.4,0.0,100,77,0.1
2021/03/18,00:00,22.9,0.0,100,36,0.8
2021/03/18,01:00,22.8,0.0,100,19,1.0
2021/03/18,02:00,22.6,0.0,100,66,0.0
2021/03/18,03:00,22.0,0.0,100,316,0.4
2021/03/18,04:00,22.2,0.0,100,316,0.1
2021/03/18,05:00,22.6,0.0,100,190,1.0
2021/03/18,06:00,22.3,0.0,100,18,0.4
2021/03/18,07:00,23.0,0.0,100,353,0.7
2021/03/18,08:00,27.0,0.0,82,16,2.9
2021/03/18,09:00,30.3,0.0,65,12,2.9
2021/03/18,10:00,31.0,0.0,64,18,3.4
2021/03/18,11:00,31.1,0.0,57,13,5.5
2021/03/18,12:00,31.5,0.0,61,344,5.2
2021/03/18,13:00,31.9,0.0,54,15,3.4
2021/03/18,14:00,32.6,0.0,51,350,4.0
2021/03/18,15:00,33.4,0.0,52,16,1.7
2021/03/18,16:00,31.1,0.0,61,10,3.0
2021/03/18,17:00,28.6,0.0,74,343,3.8
2021/03/18,18:00,26.4,0.0,81,12,1.2
2021/03/18,19:00,25.5,0.0,82,26,2.3
2021/03/18,20:00,24.7,0.0,86,356,2.0
2021/03/18,21:00,24.0,0.0,100,134,0.4
2021/03/18,22:00,23.7,0.0,100,309,1.2
2021/03/18,23:00,24.2,0.0,96,196,2.2
2021/03/19,00:00,24.3,0.0,100,190,2.5
2021/03/19,01:00,24.0,0.0,100,215,2.7
2021/03/19,02:00,23.5,0.0,100,283,1.7
2021/03/19,03:00,23.3,0.0,100,277,1.2
2021/03/19,04:00,23.2,0.0,100,327,2.1
2021/03/19,05:00,22.9,0.0,100,308,1.2
2021/03/19,06:00,22.8,0.0,100,316,1.5
2021/03/19,07:00,23.2,0.0,100,310,1.0
2021/03/19,08:00,24.7,0.0,85,237,0.7
2021/03/19,09:00,27.4,0.0,73,248,0.7
2021/03/19,10:00,28.9,0.0,71,151,2.4
2021/03/19,11:00,29.9,0.0,69,147,3.3
2021/03/19,12:00,31.2,0.0,64,20,1.1
2021/03/19,13:00,32.1,0.0,53,354,4.6
2021/03/19,14:00,32.5,0.0,54,3,2.4
2021/03/19,15:00,29.3,0.0,67,95,3.7
2021/03/19,16:00,31.6,0.0,59,45,1.5
2021/03/19,17:00,27.3,0.0,79,119,0.5
2021/03/19,18:00,26.0,0.0,80,135,1.6
2021/03/19,19:00,24.9,0.0,89,47,0.4
2021/03/19,20:00,24.6,0.0,96,32,0.7
2021/03/19,21:00,24.1,0.0,100,80,0.6
2021/03/19,22:00,23.7,0.0,100,51,1.3
2021/03/19,23:00,24.0,0.0,87,112,0.7
2021/03/20,00:00,23.6,0.0,98,81,0.4
2021/03/20,01:00,23.6,0.0,100,141,0.7
2021/03/20,02:00,23.2,0.0,100,124,0.2
2021/03/20,03:00,22.9,0.0,100,143,0.9
2021/03/20,04:00,22.5,0.0,100,114,0.5
2021/03/20,05:00,22.4,0.0,100,27,0.2
2021/03/20,06:00,22.4,0.0,100,93,0.0
2021/03/20,07:00,22.9,0.0,100,340,1.1
2021/03/20,08:00,26.6,0.0,76,38,2.3
2021/03/20,09:00,28.1,0.0,72,56,1.3
2021/03/20,10:00,30.8,0.0,63,155,4.9
2021/03/20,11:00,32.4,0.0,59,150,3.5
2021/03/20,12:00,33.0,0.0,56,143,3.9
2021/03/20,13:00,33.1,0.0,57,26,2.6
2021/03/20,14:00,32.4,0.0,54,28,2.0
2021/03/20,15:00,33.2,0.0,51,22,2.9
2021/03/20,16:00,31.2,0.0,60,93,1.6
2021/03/20,17:00,29.8,0.0,63,58,2.7
2021/03/20,18:00,24.0,0.0,89,40,3.1
2021/03/20,19:00,23.7,0.0,93,29,1.7
2021/03/20,20:00,23.1,0.0,91,59,2.5
2021/03/20,21:00,22.7,0.0,91,62,1.6
2021/03/20,22:00,22.6,0.3,100,245,0.9
2021/03/20,23:00,22.4,0.0,100,107,0.3
2021/03/21,00:00,22.3,0.3,100,349,0.9
2021/03/21,01:00,22.5,0.0,100,248,1.0
2021/03/21,02:00,22.4,0.0,100,245,0.8
2021/03/21,03:00,22.9,0.3,100,224,3.2
2021/03/21,04:00,23.1,0.0,100,192,2.9
2021/03/21,05:00,22.9,0.0,100,137,2.7
2021/03/21,06:00,22.3,0.0,100,76,0.8
2021/03/21,07:00,23.4,0.0,100,99,1.5
2021/03/21,08:00,24.8,0.0,87,101,2.2
2021/03/21,09:00,26.3,0.0,79,127,3.2
2021/03/21,10:00,29.5,0.0,69,123,2.1
2021/03/21,11:00,29.0,0.0,67,88,2.7
2021/03/21,12:00,29.8,0.0,63,141,2.9
2021/03/21,13:00,32.4,0.0,55,149,3.4
2021/03/21,14:00,32.0,0.0,59,175,4.1
2021/03/21,15:00,32.8,0.0,55,175,6.0
2021/03/21,16:00,31.9,0.0,58,187,5.5
2021/03/21,17:00,24.1,0.9,84,64,4.1
2021/03/21,18:00,24.0,0.9,94,162,2.6
2021/03/21,19:00,23.9,0.0,90,162,1.7
2021/03/21,20:00,23.7,0.0,97,265,1.6
2021/03/21,21:00,23.4,0.0,93,287,1.1
