Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : PUERTO ESPERANZA
,Departamento :,UCAYALI,Provincia :,PURUS,Distrito :,PURUS
2019/04/02,11:00,26.0,2.9,95,291,2.0
2019/04/02,12:00,25.2,12.5,95,240,0.9
2019/04/02,13:00,26.6,0.7,95,230,0.6
2019/04/02,14:00,28.1,0.0,94,300,1.9
2019/04/02,15:00,29.0,0.0,94,226,1.5
2019/04/02,16:00,28.4,0.2,92,22,2.5
2019/04/02,17:00,26.8,0.0,91,15,1.1
2019/04/02,18:00,26.0,0.0,91,172,0.7
2019/04/02,19:00,24.8,0.0,91,100,0.0
2019/04/02,20:00,24.1,0.0,92,92,0.0
2019/04/02,21:00,23.8,0.0,93,37,0.1
2019/04/02,22:00,23.5,0.0,93,173,0.0
2019/04/02,23:00,23.3,0.0,94,38,0.3
2019/04/03,00:00,23.1,0.0,94,81,0.0
2019/04/03,01:00,23.0,0.0,95,203,0.0
2019/04/03,02:00,22.7,0.0,95,161,0.0
2019/04/03,03:00,22.5,0.1,95,59,0.8
2019/04/03,04:00,22.4,0.0,96,169,0.0
2019/04/03,05:00,22.2,0.0,96,84,0.0
2019/04/03,06:00,22.1,0.0,96,326,0.0
2019/04/03,07:00,22.9,0.0,96,210,0.5
2019/04/03,08:00,24.3,0.0,96,210,0.2
2019/04/03,09:00,26.2,0.0,96,256,0.2
2019/04/03,10:00,28.9,0.0,96,275,1.3
2019/04/03,11:00,30.0,0.0,95,354,1.5
2019/04/03,12:00,29.8,0.0,93,292,1.6
2019/04/03,13:00,29.1,0.0,91,50,2.9
2019/04/03,14:00,27.5,0.0,90,63,1.7
2019/04/03,15:00,27.5,0.0,89,72,1.8
2019/04/03,16:00,27.5,0.0,88,300,4.0
2019/04/03,17:00,24.0,10.6,88,111,0.4
2019/04/03,18:00,23.9,2.8,90,308,0.5
2019/04/03,19:00,23.9,0.1,91,27,1.7
2019/04/03,20:00,24.2,0.1,92,59,0.0
2019/04/03,21:00,24.1,0.0,93,160,0.0
2019/04/03,22:00,23.8,0.0,93,67,1.4
2019/04/03,23:00,23.7,0.0,94,89,0.8
2019/04/04,00:00,23.6,0.0,94,280,0.0
2019/04/04,01:00,23.6,0.0,95,267,0.0
2019/04/04,02:00,23.7,0.1,95,339,0.6
2019/04/04,03:00,23.7,0.0,95,360,1.2
2019/04/04,04:00,23.6,0.0,96,357,1.0
2019/04/04,05:00,23.7,0.0,96,347,0.1
2019/04/04,06:00,23.8,0.0,96,40,0.3
2019/04/04,07:00,24.0,0.1,96,351,0.8
2019/04/04,08:00,24.7,0.0,96,277,1.8
2019/04/04,09:00,26.0,0.0,96,307,2.6
2019/04/04,10:00,27.2,0.0,96,318,3.0
2019/04/04,11:00,28.3,0.0,95,318,2.4
2019/04/04,12:00,29.6,0.0,93,326,3.0
2019/04/04,13:00,30.7,0.0,90,321,2.7
2019/04/04,14:00,31.9,0.0,87,8,3.6
2019/04/04,15:00,31.6,0.0,82,341,3.2
2019/04/04,16:00,31.3,0.0,78,326,3.8
2019/04/04,17:00,30.9,0.0,74,333,2.0
2019/04/04,18:00,28.4,0.0,73,306,1.2
2019/04/04,19:00,26.6,0.0,76,221,0.0
2019/04/04,20:00,25.5,0.0,80,330,1.0
2019/04/04,21:00,24.7,0.0,83,227,0.6
2019/04/04,22:00,24.7,0.0,85,85,0.3
2019/04/04,23:00,24.4,0.0,87,186,0.0
2019/04/05,00:00,23.9,0.0,89,141,0.0
2019/04/05,01:00,23.7,0.0,90,152,0.0
2019/04/05,02:00,23.5,0.0,91,62,0.0
2019/04/05,03:00,23.4,0.0,92,119,0.0
2019/04/05,04:00,23.3,0.0,92,72,0.0
2019/04/05,05:00,23.4,0.0,93,126,0.0
2019/04/05,06:00,23.7,0.0,93,113,0.0
2019/04/05,07:00,24.0,0.0,94,100,0.0
2019/04/05,08:00,25.3,0.0,94,21,0.8
2019/04/05,09:00,27.8,0.0,94,339,1.7
2019/04/05,10:00,29.6,0.0,94,301,1.6
2019/04/05,11:00,30.9,0.0,92,315,2.8
2019/04/05,12:00,31.4,0.0,89,319,3.3
2019/04/05,13:00,31.0,1.7,86,341,3.6
2019/04/05,14:00,32.8,0.0,82,315,2.6
2019/04/05,15:00,32.8,0.0,77,111,0.9
2019/04/05,16:00,32.0,0.0,74,282,2.1
2019/04/05,17:00,30.3,0.0,73,259,0.1
2019/04/05,18:00,29.1,0.0,75,25,0.5
2019/04/05,19:00,27.3,0.0,78,18,1.5
2019/04/05,20:00,26.0,0.0,81,36,2.2
2019/04/05,21:00,25.4,0.0,83,38,1.2
2019/04/05,22:00,24.8,0.0,85,71,1.3
2019/04/05,23:00,24.6,0.0,87,41,0.0
2019/04/06,00:00,24.3,0.0,88,225,0.9
2019/04/06,01:00,23.8,0.0,89,94,0.8
2019/04/06,02:00,23.9,0.0,90,154,0.0
2019/04/06,03:00,24.1,0.0,91,241,0.0
2019/04/06,04:00,24.1,0.0,92,107,0.3
2019/04/06,05:00,24.0,0.0,92,194,0.0
2019/04/06,06:00,23.7,0.0,93,220,0.2
2019/04/06,07:00,24.1,0.0,93,130,0.6
2019/04/06,08:00,25.3,0.0,94,116,0.9
2019/04/06,09:00,26.3,0.0,94,128,2.9
2019/04/06,10:00,23.9,0.2,93,122,4.2
2019/04/06,11:00,22.0,0.0,93,130,3.1
2019/04/06,12:00,20.8,0.1,92,180,3.5
2019/04/06,13:00,20.2,0.2,92,158,3.1
2019/04/06,14:00,21.6,0.0,92,148,2.7
2019/04/06,15:00,21.6,0.0,91,163,2.5
2019/04/06,16:00,20.8,0.0,90,162,2.2
2019/04/06,17:00,20.1,0.0,89,195,1.4
2019/04/06,18:00,19.3,0.0,88,187,1.1
2019/04/06,19:00,18.5,0.0,88,212,1.0
2019/04/06,20:00,18.1,0.0,88,140,0.0
2019/04/06,21:00,18.0,0.0,89,218,0.9
2019/04/06,22:00,18.0,0.0,90,183,0.0
2019/04/06,23:00,18.1,0.0,91,217,0.9
2019/04/07,00:00,18.2,0.0,91,214,1.0
2019/04/07,01:00,18.3,0.0,92,226,1.3
2019/04/07,02:00,18.4,0.0,93,235,1.3
2019/04/07,03:00,18.6,0.0,93,221,0.0
2019/04/07,04:00,18.7,0.0,93,234,1.1
2019/04/07,05:00,18.7,0.0,94,222,1.4
2019/04/07,06:00,18.7,0.0,94,226,1.2
2019/04/07,07:00,19.1,0.0,94,201,0.8
2019/04/07,08:00,20.2,0.0,94,205,0.7
2019/04/07,09:00,21.6,0.0,94,142,1.4
2019/04/07,10:00,22.6,0.0,93,151,1.6
2019/04/07,11:00,23.0,0.0,92,150,2.0
2019/04/07,12:00,24.3,0.0,90,141,2.2
2019/04/07,13:00,26.3,0.0,87,123,1.8
2019/04/07,14:00,26.2,0.0,82,141,1.8
2019/04/07,15:00,25.8,0.0,78,211,1.2
2019/04/07,16:00,25.0,0.0,75,289,2.1
2019/04/07,17:00,23.6,0.0,76,270,1.9
2019/04/07,18:00,22.7,0.0,78,322,0.7
2019/04/07,19:00,22.4,0.0,81,318,0.0
2019/04/07,20:00,22.2,0.0,82,300,0.0
2019/04/07,21:00,21.8,0.0,84,235,0.0
2019/04/07,22:00,21.4,0.0,85,64,0.0
2019/04/07,23:00,21.1,0.0,87,189,0.0
2019/04/08,00:00,21.2,0.0,88,268,0.0
2019/04/08,01:00,21.1,0.0,89,226,1.0
2019/04/08,02:00,21.1,0.0,90,219,0.8
2019/04/08,03:00,21.1,0.0,91,236,0.4
2019/04/08,04:00,21.1,0.0,92,241,1.2
2019/04/08,05:00,21.0,0.0,92,219,0.8
2019/04/08,06:00,20.8,0.0,93,172,0.0
2019/04/08,07:00,20.8,0.0,93,218,0.7
2019/04/08,08:00,21.6,0.0,94,220,0.5
2019/04/08,09:00,23.3,0.0,93,156,1.6
2019/04/08,10:00,26.4,0.0,93,120,1.9
2019/04/08,11:00,28.1,0.0,89,131,3.1
2019/04/08,12:00,29.3,0.0,83,130,2.4
2019/04/08,13:00,29.6,0.0,75,104,1.5
2019/04/08,14:00,30.1,0.0,68,150,1.7
2019/04/08,15:00,29.9,0.0,63,56,1.2
2019/04/08,16:00,30.1,0.0,60,69,0.7
2019/04/08,17:00,29.9,0.0,57,153,1.4
2019/04/08,18:00,27.1,0.0,57,121,0.0
2019/04/08,19:00,23.2,0.0,64,161,0.1
2019/04/08,20:00,21.8,0.0,72,167,0.4
2019/04/08,21:00,21.0,0.0,76,172,0.0
2019/04/08,22:00,20.4,0.0,80,91,0.0
2019/04/08,23:00,20.0,0.0,83,150,0.0
2019/04/09,00:00,19.5,0.0,84,176,0.0
2019/04/09,01:00,19.2,0.0,86,181,0.0
2019/04/09,02:00,18.9,0.0,87,212,0.0
2019/04/09,03:00,18.7,0.0,88,227,0.0
2019/04/09,04:00,18.5,0.0,89,228,0.0
2019/04/09,05:00,18.4,0.0,90,219,0.3
2019/04/09,06:00,18.0,0.0,91,188,0.0
2019/04/09,07:00,19.1,0.0,92,238,0.7
2019/04/09,08:00,22.9,0.0,92,177,1.2
2019/04/09,09:00,26.2,0.0,92,153,2.0
2019/04/09,10:00,29.1,0.0,90,168,1.9
2019/04/09,11:00,30.3,0.0,84,151,2.0
2019/04/09,12:00,30.7,0.0,76,150,2.6
2019/04/09,13:00,31.5,0.0,67,96,1.7
2019/04/09,14:00,31.3,0.0,59,159,1.6
2019/04/09,15:00,31.6,0.0,55,149,1.3
2019/04/09,16:00,31.4,0.0,52,111,1.2
2019/04/09,17:00,30.6,0.0,51,87,1.4
2019/04/09,18:00,27.8,0.0,54,135,0.0
2019/04/09,19:00,23.3,0.0,62,107,0.0
2019/04/09,20:00,22.1,0.0,70,149,0.0
2019/04/09,21:00,21.1,0.0,75,152,0.0
2019/04/09,22:00,20.6,0.0,79,136,0.0
2019/04/09,23:00,20.0,0.0,82,123,0.0
2019/04/10,00:00,19.7,0.0,84,144,0.0
2019/04/10,01:00,19.3,0.0,86,131,0.0
2019/04/10,02:00,18.9,0.0,87,129,0.0
2019/04/10,03:00,18.5,0.0,88,154,0.0
2019/04/10,04:00,18.2,0.0,89,189,0.0
2019/04/10,05:00,17.9,0.0,90,184,0.0
2019/04/10,06:00,17.6,0.0,91,125,0.0
2019/04/10,07:00,18.9,0.0,92,54,0.0
2019/04/10,08:00,23.0,0.0,92,326,0.1
2019/04/10,09:00,26.5,0.0,92,24,1.5
2019/04/10,10:00,29.1,0.0,91,200,1.0
2019/04/10,11:00,30.5,0.0,86,244,0.3
2019/04/10,12:00,30.4,0.0,79,349,0.5
2019/04/10,13:00,31.8,0.0,72,167,1.2
2019/04/10,14:00,32.1,0.0,64,121,1.0
2019/04/10,15:00,32.3,0.0,59,8,1.5
2019/04/10,16:00,32.3,0.0,55,165,0.2
2019/04/10,17:00,32.2,0.0,53,217,0.0
2019/04/10,18:00,28.6,0.0,55,110,0.0
2019/04/10,19:00,24.6,0.0,64,113,0.0
2019/04/10,20:00,23.0,0.0,71,71,0.0
2019/04/10,21:00,22.2,0.0,76,153,0.0
2019/04/10,22:00,21.5,0.0,80,157,0.0
2019/04/10,23:00,20.9,0.0,83,62,0.0
2019/04/11,00:00,20.5,0.0,85,144,0.0
2019/04/11,01:00,20.1,0.0,86,74,0.0
2019/04/11,02:00,19.9,0.0,88,246,0.0
2019/04/11,03:00,19.5,0.0,89,132,0.0
2019/04/11,04:00,19.3,0.0,90,171,0.0
2019/04/11,05:00,19.1,0.0,91,55,0.0
2019/04/11,06:00,19.0,0.0,91,207,0.1
2019/04/11,07:00,20.3,0.0,92,161,0.0
2019/04/11,08:00,24.7,0.0,93,243,0.0
2019/04/11,09:00,28.1,0.0,92,128,1.2
2019/04/11,10:00,30.0,0.0,90,105,1.3
2019/04/11,11:00,30.7,0.0,86,143,1.5
2019/04/11,12:00,32.0,0.0,79,128,1.3
2019/04/11,13:00,32.2,0.0,72,127,2.2
2019/04/11,14:00,32.7,0.0,66,148,1.8
2019/04/11,15:00,32.8,0.0,61,162,1.7
2019/04/11,16:00,32.4,0.0,57,130,1.8
2019/04/11,17:00,31.5,0.0,57,128,1.3
2019/04/11,18:00,28.9,0.0,60,100,0.0
2019/04/11,19:00,25.3,0.0,67,61,0.0
2019/04/11,20:00,23.8,0.0,74,59,0.0
2019/04/11,21:00,23.1,0.0,78,78,0.0
2019/04/11,22:00,22.6,0.0,81,105,0.0
2019/04/11,23:00,22.3,0.0,84,175,0.0
2019/04/12,00:00,22.0,0.0,86,172,0.0
2019/04/12,01:00,22.4,0.0,87,218,0.0
2019/04/12,02:00,22.3,0.0,89,154,0.1
2019/04/12,03:00,22.2,0.0,90,212,0.1
2019/04/12,04:00,21.6,0.0,91,220,0.0
2019/04/12,05:00,21.2,0.0,91,250,0.0
2019/04/12,06:00,20.9,0.0,92,194,0.0
2019/04/12,07:00,21.4,0.0,93,224,1.1
2019/04/12,08:00,22.8,0.0,93,209,0.0
2019/04/12,09:00,25.6,0.0,94,157,0.6
2019/04/12,10:00,29.3,0.0,93,205,0.9
2019/04/12,11:00,31.1,0.0,91,145,2.4
2019/04/12,12:00,31.3,0.0,86,118,2.6
2019/04/12,13:00,32.2,0.0,79,158,1.5
2019/04/12,14:00,30.5,0.0,73,117,0.8
2019/04/12,15:00,31.7,0.0,71,131,1.7
2019/04/12,16:00,32.0,0.0,67,136,1.6
2019/04/12,17:00,30.7,0.0,66,121,1.7
2019/04/12,18:00,28.3,0.0,68,133,0.8
2019/04/12,19:00,25.4,0.0,73,110,0.5
2019/04/12,20:00,24.4,0.0,78,120,0.0
2019/04/12,21:00,23.6,0.0,81,79,0.4
2019/04/12,22:00,23.1,0.0,84,140,0.0
2019/04/12,23:00,22.8,0.0,86,114,0.0
2019/04/13,00:00,22.5,0.0,88,196,0.0
2019/04/13,01:00,22.1,0.0,89,191,0.0
2019/04/13,02:00,22.4,0.0,90,206,0.0
2019/04/13,03:00,22.5,0.0,91,180,0.0
2019/04/13,04:00,22.2,0.0,92,120,0.0
2019/04/13,05:00,21.9,0.0,92,312,0.0
2019/04/13,06:00,21.6,0.0,93,170,0.0
2019/04/13,07:00,22.7,0.0,93,60,0.0
2019/04/13,08:00,26.6,0.0,94,33,2.0
2019/04/13,09:00,28.3,0.0,93,1,1.5
2019/04/13,10:00,29.6,0.0,91,1,1.4
2019/04/13,11:00,30.7,0.0,88,100,1.3
2019/04/13,12:00,31.5,0.0,83,256,1.1
2019/04/13,13:00,31.8,0.0,79,244,2.3
2019/04/13,14:00,32.8,0.0,74,230,2.0
2019/04/13,15:00,32.1,0.0,70,219,1.7
2019/04/13,16:00,32.3,0.0,67,229,2.1
2019/04/13,17:00,31.2,0.0,65,238,1.8
2019/04/13,18:00,28.7,0.0,68,122,0.0
2019/04/13,19:00,26.4,0.0,73,116,0.0
2019/04/13,20:00,25.4,0.0,78,50,0.0
2019/04/13,21:00,24.9,0.0,82,105,0.0
2019/04/13,22:00,24.4,0.0,85,53,0.8
2019/04/13,23:00,24.7,0.0,87,60,0.3
2019/04/14,00:00,24.6,0.0,88,53,0.0
2019/04/14,01:00,24.4,0.0,90,66,0.0
2019/04/14,02:00,24.3,0.0,91,126,0.9
2019/04/14,03:00,23.9,0.0,92,67,1.0
2019/04/14,04:00,23.8,0.0,92,192,0.0
2019/04/14,05:00,23.9,0.0,93,225,0.0
2019/04/14,06:00,23.8,0.0,94,45,0.6
2019/04/14,07:00,23.9,0.0,94,58,1.0
2019/04/14,08:00,24.4,0.0,95,1,0.5
2019/04/14,09:00,25.4,0.0,95,31,0.9
2019/04/14,10:00,26.8,0.0,95,330,1.3
2019/04/14,11:00,27.8,0.0,94,25,2.2
2019/04/14,12:00,29.3,0.0,93,356,1.1
2019/04/14,13:00,29.6,0.0,91,83,3.0
2019/04/14,14:00,26.7,6.2,90,317,1.7
2019/04/14,15:00,25.8,1.8,90,290,2.0
2019/04/14,16:00,25.6,0.4,91,309,1.6
2019/04/14,17:00,25.0,0.0,91,16,0.1
2019/04/14,18:00,24.6,0.0,92,46,0.0
2019/04/14,19:00,24.1,0.0,92,82,0.0
2019/04/14,20:00,24.0,0.1,93,61,0.7
2019/04/14,21:00,24.0,0.0,93,58,1.3
2019/04/14,22:00,23.6,0.0,94,295,0.7
2019/04/14,23:00,23.2,0.0,94,65,0.0
2019/04/15,00:00,23.1,0.0,95,298,0.6
2019/04/15,01:00,23.0,0.0,95,134,0.6
2019/04/15,02:00,23.0,0.0,95,175,0.0
2019/04/15,03:00,22.8,0.0,95,84,0.0
2019/04/15,04:00,22.8,0.0,96,159,0.0
2019/04/15,05:00,22.6,0.0,96,228,0.0
2019/04/15,06:00,22.6,0.0,96,101,0.0
2019/04/15,07:00,22.7,0.1,96,83,0.0
2019/04/15,08:00,25.6,0.0,96,315,0.4
2019/04/15,09:00,28.2,0.0,96,358,1.0
2019/04/15,10:00,29.8,0.0,95,312,1.5
2019/04/15,11:00,31.5,0.0,93,313,1.7
2019/04/15,12:00,32.8,0.0,90,317,1.7
2019/04/15,13:00,33.1,0.0,87,338,3.8
2019/04/15,14:00,33.2,0.0,82,299,2.7
2019/04/15,15:00,30.8,0.4,75,189,2.4
2019/04/15,16:00,29.2,0.0,79,172,1.7
2019/04/15,17:00,27.0,0.0,82,78,1.7
2019/04/15,18:00,25.4,0.0,82,282,1.0
2019/04/15,19:00,24.9,0.0,83,87,1.2
2019/04/15,20:00,24.8,0.0,85,31,1.0
2019/04/15,21:00,24.7,0.0,87,89,0.0
2019/04/15,22:00,24.7,0.0,88,272,0.0
2019/04/15,23:00,24.4,0.0,89,82,0.0
2019/04/16,00:00,24.4,0.0,90,107,0.7
2019/04/16,01:00,24.5,0.0,91,284,1.3
2019/04/16,02:00,24.2,0.0,92,90,0.0
2019/04/16,03:00,23.8,0.0,92,110,0.0
2019/04/16,04:00,23.8,0.0,93,108,0.0
2019/04/16,05:00,23.8,0.0,93,153,0.0
2019/04/16,06:00,23.9,0.0,94,64,0.7
2019/04/16,07:00,24.3,0.0,94,334,0.5
2019/04/16,08:00,27.1,0.0,94,325,1.8
2019/04/16,09:00,28.6,0.0,94,239,2.1
2019/04/16,10:00,29.8,0.0,92,5,0.7
2019/04/16,11:00,30.3,0.0,89,63,0.6
2019/04/16,12:00,30.6,0.0,86,291,1.5
2019/04/16,13:00,31.2,0.0,83,327,1.6
2019/04/16,14:00,32.0,0.0,79,327,2.8
2019/04/16,15:00,28.1,1.2,76,197,2.1
2019/04/16,16:00,26.0,0.1,80,232,2.1
2019/04/16,17:00,25.9,0.0,83,229,1.9
2019/04/16,18:00,25.4,0.0,85,271,0.9
2019/04/16,19:00,25.3,0.0,87,219,0.0
2019/04/16,20:00,25.2,0.0,88,317,1.4
2019/04/16,21:00,24.8,0.0,89,69,0.0
2019/04/16,22:00,24.4,0.0,90,175,0.0
2019/04/16,23:00,24.4,0.0,91,111,0.0
2019/04/17,00:00,24.4,0.1,92,158,0.0
2019/04/17,01:00,24.4,0.1,92,227,0.8
2019/04/17,02:00,24.2,0.0,93,262,1.3
2019/04/17,03:00,24.0,0.0,93,229,1.4
2019/04/17,04:00,23.9,0.0,94,225,0.8
2019/04/17,05:00,23.9,0.2,94,194,0.0
2019/04/17,06:00,23.7,0.1,94,209,1.1
2019/04/17,07:00,24.1,0.0,95,255,0.8
2019/04/17,08:00,25.2,0.0,95,201,0.4
2019/04/17,09:00,25.7,0.0,95,273,1.4
2019/04/17,10:00,25.6,0.4,94,263,1.6
2019/04/17,11:00,25.7,0.1,94,300,1.8
2019/04/17,12:00,26.4,0.0,94,251,2.2
2019/04/17,13:00,28.6,0.0,93,260,2.0
2019/04/17,14:00,28.5,0.0,92,240,1.9
2019/04/17,15:00,29.0,0.0,90,331,0.5
2019/04/17,16:00,28.8,0.0,88,147,0.0
2019/04/17,17:00,28.0,0.3,86,143,0.7
2019/04/17,18:00,26.9,0.0,87,85,0.0
2019/04/17,19:00,25.8,0.0,88,137,0.0
2019/04/17,20:00,25.3,0.0,90,205,0.0
2019/04/17,21:00,24.8,0.0,91,10,0.0
2019/04/17,22:00,24.2,0.0,91,107,0.0
2019/04/17,23:00,23.9,0.0,92,117,0.0
2019/04/18,00:00,23.6,0.0,93,74,0.9
2019/04/18,01:00,24.0,0.0,93,104,0.0
2019/04/18,02:00,24.2,0.0,94,141,0.0
2019/04/18,03:00,24.4,0.0,94,176,0.0
2019/04/18,04:00,24.4,0.0,95,194,0.5
2019/04/18,05:00,24.4,0.0,95,146,0.0
2019/04/18,06:00,24.4,0.0,96,3,0.7
2019/04/18,07:00,24.5,1.0,96,33,1.0
2019/04/18,08:00,24.7,0.2,96,62,0.9
2019/04/18,09:00,25.2,0.0,96,16,1.3
2019/04/18,10:00,25.9,0.2,96,300,1.0
2019/04/18,11:00,29.3,0.0,96,114,1.0
2019/04/18,12:00,29.4,0.0,95,194,0.7
2019/04/18,13:00,30.2,0.0,93,126,1.5
2019/04/18,14:00,30.7,0.0,90,19,1.5
2019/04/18,15:00,30.5,0.0,86,36,2.4
2019/04/18,16:00,29.1,0.0,83,28,1.5
2019/04/18,17:00,28.5,0.0,83,121,0.8
2019/04/18,18:00,27.4,0.0,84,118,0.9
2019/04/18,19:00,25.9,0.0,85,128,1.0
2019/04/18,20:00,25.2,0.0,87,349,0.0
2019/04/18,21:00,25.0,0.0,89,51,1.1
2019/04/18,22:00,25.0,0.0,90,42,0.0
2019/04/18,23:00,24.5,0.0,91,345,0.0
2019/04/19,00:00,24.2,0.0,92,91,1.1
2019/04/19,01:00,24.1,0.0,93,185,0.0
2019/04/19,02:00,24.0,0.0,93,212,0.0
2019/04/19,03:00,24.1,0.0,94,167,0.0
2019/04/19,04:00,23.9,0.0,94,39,0.0
2019/04/19,05:00,23.8,0.0,95,53,0.0
2019/04/19,06:00,24.0,0.0,95,190,0.0
2019/04/19,07:00,24.2,0.0,95,207,0.3
2019/04/19,08:00,26.0,0.0,96,339,0.7
2019/04/19,09:00,28.3,0.0,95,7,1.8
2019/04/19,10:00,29.9,0.0,94,326,1.6
2019/04/19,11:00,30.8,0.0,92,33,1.8
2019/04/19,12:00,30.5,0.6,89,345,0.9
2019/04/19,13:00,32.2,0.0,86,15,3.3
2019/04/19,14:00,31.9,0.0,82,304,0.9
2019/04/19,15:00,32.5,0.0,77,91,0.4
2019/04/19,16:00,32.5,0.0,74,333,1.1
2019/04/19,17:00,31.9,0.0,71,253,1.9
2019/04/19,18:00,28.8,0.0,72,222,0.6
2019/04/19,19:00,27.0,0.0,76,200,0.0
2019/04/19,20:00,25.8,0.0,80,96,0.8
2019/04/19,21:00,25.2,0.0,83,80,0.0
2019/04/19,22:00,24.8,0.0,86,150,0.0
2019/04/19,23:00,24.5,0.0,87,214,0.0
2019/04/20,00:00,24.5,0.0,89,78,0.4
2019/04/20,01:00,24.4,0.0,90,89,0.0
2019/04/20,02:00,24.8,0.0,91,18,0.0
2019/04/20,03:00,24.4,0.0,92,99,0.8
2019/04/20,04:00,24.0,0.0,93,176,0.0
2019/04/20,05:00,23.7,0.0,93,81,0.0
2019/04/20,06:00,23.6,0.0,94,100,0.0
2019/04/20,07:00,24.1,0.0,94,55,2.0
2019/04/20,08:00,24.9,0.0,95,28,1.8
2019/04/20,09:00,24.9,2.6,95,341,1.9
2019/04/20,10:00,25.0,0.4,95,316,2.1
2019/04/20,11:00,26.6,0.1,95,323,3.2
2019/04/20,12:00,28.9,0.0,95,285,2.4
2019/04/20,13:00,28.7,0.0,93,315,3.1
2019/04/20,14:00,28.4,0.0,91,346,1.0
2019/04/20,15:00,28.6,0.0,89,346,2.2
2019/04/20,16:00,28.2,0.0,87,296,1.4
2019/04/20,17:00,27.6,0.0,86,52,0.9
2019/04/20,18:00,26.5,0.0,86,76,0.0
2019/04/20,19:00,25.2,0.0,87,178,0.0
2019/04/20,20:00,24.5,0.0,89,77,0.0
2019/04/20,21:00,24.0,0.0,90,136,0.0
2019/04/20,22:00,23.7,0.0,91,55,0.0
2019/04/20,23:00,23.7,0.0,92,45,0.9
2019/04/21,00:00,23.8,0.0,93,66,0.0
2019/04/21,01:00,23.5,0.0,93,214,0.5
2019/04/21,02:00,23.0,0.0,94,97,0.0
2019/04/21,03:00,22.7,0.0,94,129,0.0
2019/04/21,04:00,22.4,0.0,95,174,0.0
2019/04/21,05:00,22.4,0.0,95,213,0.0
2019/04/21,06:00,22.4,0.0,95,228,0.0
2019/04/21,07:00,23.1,0.0,96,237,0.7
2019/04/21,08:00,24.4,0.0,96,300,1.1
2019/04/21,09:00,26.6,0.0,96,293,2.3
2019/04/21,10:00,29.0,0.0,95,313,2.4
2019/04/21,11:00,30.2,0.0,94,336,2.6
2019/04/21,12:00,30.3,0.0,91,255,2.0
2019/04/21,13:00,31.0,0.0,88,272,2.8
2019/04/21,14:00,32.3,0.0,84,333,3.8
2019/04/21,15:00,32.6,0.0,78,310,3.3
2019/04/21,16:00,32.3,0.0,74,311,3.1
2019/04/21,17:00,31.5,0.0,70,353,2.1
2019/04/21,18:00,28.9,0.0,70,7,0.6
2019/04/21,19:00,26.6,0.0,74,39,0.0
2019/04/21,20:00,25.7,0.0,79,62,0.0
2019/04/21,21:00,25.0,0.0,82,79,0.0
