Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA ANA
,Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
2018/06/09,10:00,23.8,S/D,96,191,0.0
2018/06/09,11:00,24.9,0.0,91,94,0.2
2018/06/09,12:00,28.1,S/D,79,346,1.0
2018/06/09,13:00,29.1,S/D,70,348,0.4
2018/06/09,14:00,29.7,S/D,68,118,0.1
2018/06/09,15:00,29.6,S/D,74,107,0.5
2018/06/09,16:00,30.3,S/D,69,78,0.2
2018/06/09,17:00,28.9,S/D,78,151,0.2
2018/06/09,18:00,27.4,S/D,89,311,0.1
2018/06/09,19:00,26.1,S/D,96,341,0.0
2018/06/09,20:00,25.3,S/D,98,350,0.0
2018/06/09,21:00,24.7,S/D,98,310,0.0
2018/06/09,22:00,24.1,S/D,99,311,0.0
2018/06/09,23:00,23.8,S/D,99,311,0.0
2018/06/10,00:00,23.5,S/D,99,310,0.0
2018/06/10,01:00,23.6,S/D,99,300,0.0
2018/06/10,02:00,23.6,S/D,99,300,0.0
2018/06/10,03:00,23.4,S/D,99,304,0.0
2018/06/10,04:00,23.1,S/D,99,303,0.0
2018/06/10,05:00,22.9,S/D,99,319,0.0
2018/06/10,06:00,22.5,S/D,99,360,0.0
2018/06/10,07:00,22.4,S/D,99,360,0.0
2018/06/10,08:00,22.1,S/D,99,324,0.0
2018/06/10,09:00,22.9,S/D,99,345,0.0
2018/06/10,10:00,24.8,S/D,93,58,0.6
2018/06/10,11:00,26.3,0.0,87,160,0.1
2018/06/10,12:00,28.1,S/D,79,346,1.0
2018/06/10,13:00,28.9,S/D,74,127,0.6
2018/06/10,14:00,28.9,S/D,75,88,0.5
2018/06/10,15:00,28.7,S/D,77,61,0.1
2018/06/10,16:00,30.0,S/D,71,16,1.1
2018/06/10,17:00,29.5,S/D,72,24,0.6
2018/06/10,18:00,27.5,S/D,83,317,0.0
2018/06/10,19:00,25.5,S/D,96,305,0.0
2018/06/10,20:00,24.4,S/D,98,300,0.0
2018/06/10,21:00,23.8,S/D,99,331,0.0
2018/06/10,22:00,23.3,S/D,99,308,0.0
2018/06/10,23:00,23.0,S/D,99,308,0.0
2018/06/11,00:00,23.0,S/D,99,309,0.0
2018/06/11,01:00,22.8,S/D,99,316,0.0
2018/06/11,02:00,22.7,S/D,99,316,0.0
2018/06/11,03:00,22.8,S/D,100,316,0.0
2018/06/11,04:00,22.7,S/D,100,315,0.0
2018/06/11,05:00,22.6,S/D,100,28,0.0
2018/06/11,06:00,22.8,S/D,100,180,0.0
2018/06/11,07:00,22.8,S/D,100,129,0.0
2018/06/11,08:00,22.9,S/D,100,115,0.0
2018/06/11,09:00,23.3,S/D,100,151,0.0
2018/06/11,10:00,24.0,S/D,99,114,0.0
2018/06/11,11:00,24.9,0.0,97,206,0.1
2018/06/11,12:00,28.1,S/D,79,346,1.0
2018/06/11,13:00,27.6,S/D,83,102,0.4
2018/06/11,14:00,24.4,S/D,94,61,1.4
2018/06/11,15:00,22.5,S/D,99,75,0.1
2018/06/11,16:00,22.5,S/D,100,116,0.6
2018/06/11,17:00,21.9,S/D,99,124,0.0
2018/06/11,18:00,22.2,S/D,99,200,0.0
2018/06/11,19:00,21.7,S/D,99,77,0.1
2018/06/11,20:00,21.2,S/D,99,58,0.0
2018/06/11,21:00,21.2,S/D,100,58,0.0
2018/06/11,22:00,21.2,S/D,100,92,0.0
2018/06/11,23:00,21.3,S/D,100,134,0.0
2018/06/12,00:00,21.3,S/D,100,138,0.0
2018/06/12,01:00,21.1,S/D,100,140,0.0
2018/06/12,02:00,20.8,S/D,100,137,0.1
2018/06/12,03:00,20.8,S/D,100,152,0.0
2018/06/12,04:00,20.8,S/D,100,177,0.0
2018/06/12,05:00,20.8,S/D,100,194,0.0
2018/06/12,06:00,20.9,S/D,100,313,0.0
2018/06/12,07:00,20.9,S/D,100,184,0.0
2018/06/12,08:00,20.8,S/D,100,145,0.0
2018/06/12,09:00,21.3,S/D,100,33,0.1
2018/06/12,10:00,22.8,S/D,97,103,0.0
2018/06/12,11:00,23.7,0.0,93,176,0.1
2018/06/12,12:00,28.1,S/D,79,346,1.0
2018/06/12,13:00,26.0,S/D,85,70,0.2
2018/06/12,14:00,26.8,S/D,82,71,0.4
2018/06/12,15:00,27.0,S/D,83,96,0.1
2018/06/12,16:00,26.9,S/D,83,320,0.4
2018/06/12,17:00,27.3,S/D,82,12,0.8
2018/06/12,18:00,26.8,S/D,85,329,0.0
2018/06/12,19:00,24.5,S/D,97,310,0.0
2018/06/12,20:00,23.6,S/D,98,323,0.0
2018/06/12,21:00,23.0,S/D,99,321,0.0
2018/06/12,22:00,22.7,S/D,99,323,0.0
2018/06/12,23:00,22.2,S/D,99,323,0.0
2018/06/13,00:00,21.9,S/D,100,320,0.0
2018/06/13,01:00,21.5,S/D,100,320,0.0
2018/06/13,02:00,21.2,S/D,100,320,0.0
2018/06/13,03:00,21.3,S/D,100,339,0.0
2018/06/13,04:00,21.3,S/D,100,339,0.0
2018/06/13,05:00,21.2,S/D,100,328,0.0
2018/06/13,06:00,21.2,S/D,100,328,0.0
2018/06/13,07:00,21.2,S/D,100,328,0.0
2018/06/13,08:00,21.2,S/D,100,328,0.0
2018/06/13,09:00,21.9,S/D,100,345,0.0
2018/06/13,10:00,23.8,S/D,96,112,0.5
2018/06/13,11:00,26.3,0.0,86,174,0.3
2018/06/13,12:00,28.1,S/D,79,346,1.0
2018/06/13,13:00,29.3,S/D,70,65,0.5
2018/06/13,14:00,30.3,S/D,65,106,0.5
2018/06/13,15:00,31.3,S/D,61,15,0.2
2018/06/13,16:00,30.1,S/D,71,23,0.4
2018/06/13,17:00,30.3,S/D,66,133,0.4
2018/06/13,18:00,27.8,S/D,84,210,0.0
2018/06/13,19:00,26.2,S/D,94,314,0.0
2018/06/13,20:00,25.2,S/D,97,49,0.1
2018/06/13,21:00,24.6,S/D,98,315,0.0
2018/06/13,22:00,24.0,S/D,99,315,0.0
2018/06/13,23:00,23.3,S/D,99,98,0.0
2018/06/14,00:00,22.8,S/D,99,98,0.0
2018/06/14,01:00,22.5,S/D,99,73,0.0
2018/06/14,02:00,22.3,S/D,99,73,0.0
2018/06/14,03:00,21.9,S/D,100,74,0.0
2018/06/14,04:00,21.8,S/D,100,73,0.0
2018/06/14,05:00,21.7,S/D,100,73,0.0
2018/06/14,06:00,21.4,S/D,100,73,0.0
2018/06/14,07:00,21.1,S/D,100,73,0.0
2018/06/14,08:00,20.9,S/D,100,73,0.0
2018/06/14,09:00,21.6,S/D,100,45,0.1
2018/06/14,10:00,23.9,S/D,95,67,0.1
2018/06/14,11:00,26.7,0.0,83,100,0.5
2018/06/14,12:00,28.1,S/D,79,346,1.0
2018/06/14,13:00,29.7,S/D,71,177,0.1
2018/06/14,14:00,30.3,S/D,70,73,0.2
2018/06/14,15:00,31.6,S/D,60,91,0.6
2018/06/14,16:00,28.7,S/D,81,258,0.0
2018/06/14,17:00,28.6,S/D,80,38,0.9
2018/06/14,18:00,26.3,S/D,86,9,0.2
2018/06/14,19:00,25.5,S/D,93,12,0.0
2018/06/14,20:00,24.2,S/D,97,337,0.0
2018/06/14,21:00,23.7,S/D,98,325,0.0
2018/06/14,22:00,23.6,S/D,99,243,0.0
2018/06/14,23:00,23.5,S/D,98,96,0.2
2018/06/15,00:00,22.9,S/D,96,140,0.0
2018/06/15,01:00,22.2,S/D,98,199,0.0
2018/06/15,02:00,22.1,S/D,99,250,0.0
2018/06/15,03:00,22.1,S/D,99,62,0.0
2018/06/15,04:00,22.2,S/D,99,48,0.0
2018/06/15,05:00,22.2,S/D,99,292,0.2
2018/06/15,06:00,22.2,S/D,100,285,0.0
2018/06/15,07:00,22.2,S/D,100,295,0.0
2018/06/15,08:00,22.3,S/D,100,42,0.1
2018/06/15,09:00,22.4,S/D,99,357,0.0
2018/06/15,10:00,22.6,S/D,99,83,0.3
2018/06/15,11:00,22.6,0.0,96,55,0.6
2018/06/15,12:00,28.1,S/D,79,346,1.0
2018/06/15,13:00,23.8,S/D,91,325,0.1
2018/06/15,14:00,24.2,S/D,91,291,0.2
2018/06/15,15:00,24.2,S/D,94,262,0.1
2018/06/15,16:00,25.4,S/D,87,47,0.6
2018/06/15,17:00,24.7,S/D,85,113,0.9
2018/06/15,18:00,23.5,S/D,87,114,0.4
2018/06/15,19:00,22.6,S/D,90,164,0.0
2018/06/15,20:00,21.8,S/D,94,236,0.0
2018/06/15,21:00,21.4,S/D,96,252,0.0
2018/06/15,22:00,21.1,S/D,96,271,0.1
2018/06/15,23:00,20.8,S/D,97,300,0.0
2018/06/16,00:00,20.7,S/D,98,305,0.3
2018/06/16,01:00,20.6,S/D,98,304,0.0
2018/06/16,02:00,20.5,S/D,98,16,0.2
2018/06/16,03:00,20.4,S/D,98,326,0.0
2018/06/16,04:00,20.3,S/D,98,345,0.2
2018/06/16,05:00,20.2,S/D,98,4,0.2
2018/06/16,06:00,20.0,S/D,96,331,0.3
2018/06/16,07:00,19.9,S/D,97,322,0.4
2018/06/16,08:00,20.0,S/D,96,34,0.1
2018/06/16,09:00,19.9,S/D,96,296,0.5
2018/06/16,10:00,19.9,S/D,97,317,0.3
2018/06/16,11:00,19.8,0.6,98,293,0.3
2018/06/16,12:00,28.1,S/D,79,346,1.0
2018/06/16,13:00,21.6,S/D,93,303,0.8
2018/06/16,14:00,21.8,S/D,91,281,0.3
2018/06/16,15:00,22.1,S/D,88,303,0.1
2018/06/16,16:00,22.7,S/D,86,260,0.2
2018/06/16,17:00,22.5,S/D,87,336,0.1
2018/06/16,18:00,22.1,S/D,91,252,0.0
2018/06/16,19:00,21.5,S/D,96,315,0.0
2018/06/16,20:00,21.0,S/D,98,325,0.0
2018/06/16,21:00,20.8,S/D,99,68,0.0
2018/06/16,22:00,20.4,S/D,99,68,0.0
2018/06/16,23:00,19.9,S/D,99,68,0.0
2018/06/17,00:00,19.4,S/D,99,348,0.0
2018/06/17,01:00,19.3,S/D,100,299,0.0
2018/06/17,02:00,19.1,S/D,100,299,0.0
2018/06/17,03:00,18.8,S/D,100,299,0.0
2018/06/17,04:00,18.6,S/D,100,299,0.0
2018/06/17,05:00,18.7,S/D,100,299,0.0
2018/06/17,06:00,18.7,S/D,100,299,0.0
2018/06/17,07:00,18.6,S/D,100,299,0.0
2018/06/17,08:00,18.6,S/D,100,326,0.0
2018/06/17,09:00,19.2,S/D,100,309,0.1
2018/06/17,10:00,20.5,S/D,96,11,0.1
2018/06/17,11:00,22.2,0.0,86,116,0.3
2018/06/17,12:00,28.1,S/D,79,346,1.0
2018/06/17,13:00,24.6,S/D,74,124,0.5
2018/06/17,14:00,25.4,S/D,71,91,0.6
2018/06/17,15:00,25.8,S/D,71,92,0.3
2018/06/17,16:00,26.2,S/D,71,64,0.6
2018/06/17,17:00,26.6,S/D,68,132,0.1
2018/06/17,18:00,24.9,S/D,79,42,0.0
2018/06/17,19:00,22.6,S/D,94,314,0.2
2018/06/17,20:00,21.6,S/D,97,326,0.0
2018/06/17,21:00,21.2,S/D,98,311,0.0
2018/06/17,22:00,20.9,S/D,99,311,0.0
2018/06/17,23:00,20.7,S/D,99,312,0.0
2018/06/18,00:00,20.4,S/D,99,271,0.0
2018/06/18,01:00,19.9,S/D,99,271,0.0
2018/06/18,02:00,19.8,S/D,100,271,0.0
2018/06/18,03:00,20.0,S/D,100,271,0.0
2018/06/18,04:00,20.2,S/D,100,271,0.0
2018/06/18,05:00,20.3,S/D,100,271,0.0
2018/06/18,06:00,20.4,S/D,100,271,0.0
2018/06/18,07:00,20.4,S/D,100,304,0.0
2018/06/18,08:00,20.5,S/D,100,313,0.0
2018/06/18,09:00,21.0,S/D,99,310,0.0
2018/06/18,10:00,21.9,S/D,97,1,0.0
2018/06/18,11:00,23.9,0.0,84,103,0.4
2018/06/18,12:00,28.1,S/D,79,346,1.0
2018/06/18,13:00,25.4,S/D,75,110,0.6
2018/06/18,14:00,26.4,S/D,71,45,0.7
2018/06/18,15:00,26.1,S/D,73,95,0.3
2018/06/18,16:00,25.7,S/D,79,32,0.4
2018/06/18,17:00,25.1,S/D,81,99,0.2
2018/06/18,18:00,24.6,S/D,84,9,0.2
2018/06/18,19:00,23.1,S/D,95,316,0.0
2018/06/18,20:00,21.7,S/D,98,331,0.0
2018/06/18,21:00,20.9,S/D,99,331,0.0
2018/06/18,22:00,20.7,S/D,99,331,0.0
2018/06/18,23:00,21.0,S/D,99,331,0.0
2018/06/19,00:00,21.1,S/D,99,48,0.0
2018/06/19,01:00,21.1,S/D,99,13,0.0
2018/06/19,02:00,21.1,S/D,99,16,0.0
2018/06/19,03:00,21.1,S/D,99,14,0.0
2018/06/19,04:00,20.9,S/D,99,85,0.0
2018/06/19,05:00,20.6,S/D,99,85,0.0
2018/06/19,06:00,20.4,S/D,99,336,0.0
2018/06/19,07:00,19.9,S/D,100,336,0.0
2018/06/19,08:00,20.2,S/D,100,336,0.0
2018/06/19,09:00,21.2,S/D,99,5,0.1
2018/06/19,10:00,23.6,S/D,87,63,0.3
2018/06/19,11:00,26.0,0.0,72,62,0.6
2018/06/19,12:00,28.1,S/D,79,346,1.0
2018/06/19,13:00,28.0,S/D,62,86,0.7
2018/06/19,14:00,28.9,S/D,60,76,0.7
2018/06/19,15:00,29.7,S/D,59,165,0.4
2018/06/19,16:00,30.1,S/D,58,99,0.4
2018/06/19,17:00,27.8,S/D,69,51,0.7
2018/06/19,18:00,27.1,S/D,69,17,0.6
2018/06/19,19:00,24.0,S/D,91,313,0.0
2018/06/19,20:00,22.6,S/D,97,352,0.0
2018/06/19,21:00,22.0,S/D,98,355,0.0
2018/06/19,22:00,22.0,S/D,99,326,0.0
2018/06/19,23:00,21.9,S/D,99,338,0.0
2018/06/20,00:00,21.6,S/D,99,331,0.0
2018/06/20,01:00,21.3,S/D,99,317,0.0
2018/06/20,02:00,21.5,S/D,99,327,0.0
2018/06/20,03:00,21.0,S/D,99,328,0.0
2018/06/20,04:00,20.9,S/D,99,328,0.0
2018/06/20,05:00,20.4,S/D,99,328,0.0
2018/06/20,06:00,20.1,S/D,100,324,0.0
2018/06/20,07:00,19.9,S/D,100,324,0.0
2018/06/20,08:00,20.1,S/D,100,324,0.0
2018/06/20,09:00,20.8,S/D,100,18,0.0
2018/06/20,10:00,22.1,S/D,97,74,0.1
2018/06/20,11:00,24.6,0.0,87,52,0.4
2018/06/20,12:00,28.1,S/D,79,346,1.0
2018/06/20,13:00,28.4,S/D,65,154,0.3
2018/06/20,14:00,29.2,S/D,65,24,0.7
2018/06/20,15:00,29.6,S/D,63,23,0.8
2018/06/20,16:00,28.5,S/D,72,82,0.2
2018/06/20,17:00,27.2,S/D,78,121,0.5
2018/06/20,18:00,26.5,S/D,85,306,0.0
2018/06/20,19:00,24.9,S/D,95,304,0.0
2018/06/20,20:00,23.5,S/D,98,296,0.0
2018/06/20,21:00,22.7,S/D,98,302,0.0
2018/06/20,22:00,22.3,S/D,99,302,0.0
2018/06/20,23:00,22.0,S/D,99,292,0.0
2018/06/21,00:00,21.5,S/D,99,352,0.0
2018/06/21,01:00,21.1,S/D,99,355,0.0
2018/06/21,02:00,21.2,S/D,100,356,0.0
2018/06/21,03:00,21.2,S/D,100,356,0.0
2018/06/21,04:00,21.2,S/D,100,355,0.0
2018/06/21,05:00,21.2,S/D,100,280,0.0
2018/06/21,06:00,21.3,S/D,100,278,0.0
2018/06/21,07:00,21.3,S/D,100,279,0.0
2018/06/21,08:00,21.4,S/D,100,279,0.0
2018/06/21,09:00,22.2,S/D,99,48,0.0
2018/06/21,10:00,24.8,S/D,87,126,0.3
2018/06/21,11:00,26.7,0.0,80,110,0.3
2018/06/21,12:00,28.1,S/D,79,346,1.0
2018/06/21,13:00,29.2,S/D,68,94,0.5
2018/06/21,14:00,29.7,S/D,64,68,0.3
2018/06/21,15:00,30.4,S/D,62,113,0.2
2018/06/21,16:00,29.1,S/D,71,360,0.0
2018/06/21,17:00,27.6,S/D,80,30,0.0
2018/06/21,18:00,26.4,S/D,90,169,0.0
2018/06/21,19:00,25.4,S/D,94,319,0.2
2018/06/21,20:00,23.6,S/D,97,340,0.0
2018/06/21,21:00,22.9,S/D,98,313,0.0
